"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
8.82391025213141e-123,0.971288917765625,1,0.99,2.01185153748596e-120,"2","CD209"
2.61890554142184e-111,0.838989518343787,1,0.999,5.97110463444179e-109,"2","CD3-2"
4.90457502755313e-108,1.3432903240208,0.998,0.865,1.11824310628211e-105,"2","CD4-2"
2.84520473819411e-107,0.907915189992199,1,1,6.48706680308258e-105,"2","CD27"
4.38391691999474e-95,0.58629352508507,1,1,9.99533057758801e-93,"2","CD4-1"
2.02868112339882e-94,0.966759878138551,0.999,0.982,4.62539296134931e-92,"2","CD45RB"
1.62640940172014e-90,0.781857723247551,1,0.998,3.70821343592193e-88,"2","CD3-1"
4.24037679074482e-80,0.68031916530683,1,0.999,9.66805908289819e-78,"2","TCR-2"
8.72562648741957e-79,0.772678322492791,0.992,0.955,1.98944283913166e-76,"2","GP130"
5.31911530062796e-60,0.559858897216456,1,0.999,1.21275828854317e-57,"2","CD28"
4.40766239776594e-56,0.544770840469095,0.999,0.995,1.00494702669063e-53,"2","CD26-2"
1.1249943048091e-54,0.273677431246783,1,1,2.56498701496474e-52,"2","CD52"
1.32077353381828e-53,0.681386679386426,1,0.992,3.01136365710568e-51,"2","CD278"
4.50169428721092e-47,0.552597605658016,0.999,0.996,1.02638629748409e-44,"2","CD127"
6.29304330952279e-26,0.472251676256608,0.994,0.991,1.4348138745712e-23,"2","CD45RA"
9.35968255111215e-19,0.442563665360898,1,0.998,2.13400762165357e-16,"2","CD2"
1.63268399891633e-17,0.298390805789833,0.991,0.987,3.72251951752924e-15,"2","CD200"
5.87091664407368e-14,0.341189840626547,0.972,0.949,1.3385689948488e-11,"2","CD96"
9.56001970029353e-10,0.431345445999816,0.883,0.819,2.17968449166692e-07,"2","CD126"
0.000107337159944101,0.252696802920282,0.858,0.886,0.0244728724672551,"2","CD303"
1.25889391883362e-149,1.19660546499178,1,1,2.87027813494064e-147,"3","CD307e"
3.5558924392091e-146,1.00182102322086,1,1,8.10743476139674e-144,"3","CD109"
2.33866638988907e-140,1.2921282910406,1,0.978,5.33215936894708e-138,"3","CD106"
2.53087081370566e-137,1.12296898488105,1,0.99,5.7703854552489e-135,"3","CD209"
1.08434815383418e-119,0.612900904951961,1,1,2.47231379074194e-117,"3","CD4-1"
4.02198445951464e-115,0.772108524462906,1,0.999,9.17012456769339e-113,"3","CD28"
4.47466088459015e-111,1.35569999617163,0.997,0.865,1.02022268168655e-108,"3","CD4-2"
5.72999507299448e-105,0.928636953210858,1,0.994,1.30643887664274e-102,"3","CD45RO"
4.03899600578441e-91,0.899833763049562,1,0.996,9.20891089318846e-89,"3","CD127"
5.0886099977394e-91,0.73654754914119,1,0.998,1.16020307948458e-88,"3","CD2"
1.17296949256057e-74,0.932264187231584,0.996,0.981,2.6743704430381e-72,"3","CD25"
1.49108340717001e-67,0.951325584993356,0.999,0.995,3.39967016834762e-65,"3","CD26-2"
1.779270771649e-63,0.833993289788284,0.991,0.948,4.05673735935973e-61,"3","CD96"
3.79061193519687e-61,0.666182125455723,1,0.999,8.64259521224887e-59,"3","CD3-2"
1.98729184074918e-57,0.325352018608836,1,1,4.53102539690814e-55,"3","CD52"
9.59097102818291e-51,0.327089402869106,1,1,2.1867413944257e-48,"3","CD99"
9.95927605566652e-46,0.598152840516427,1,0.998,2.27071494069197e-43,"3","CD3-1"
6.25219099833929e-44,0.56623575424089,0.997,0.994,1.42549954762136e-41,"3","CD279"
7.20558482796383e-43,0.397953262206347,1,0.999,1.64287334077575e-40,"3","TCR-2"
7.39812861241789e-41,0.537656140908753,1,1,1.68677332363128e-38,"3","CD27"
2.83243845329228e-34,0.48477152983941,0.999,0.992,6.45795967350641e-32,"3","CD278"
4.03802274662254e-30,0.346914237558232,0.999,0.994,9.20669186229938e-28,"3","CD122"
7.58647525451865e-19,0.26209866132131,1,0.999,1.72971635803025e-16,"3","CD95"
7.0117308356781e-18,0.804388253155296,0.847,0.814,1.59867463053461e-15,"3","CD161"
3.38397163475798e-14,0.334241217001779,0.998,0.992,7.7154553272482e-12,"3","CD49a"
4.4595330776559e-13,0.253773133083073,0.975,0.973,1.01677354170555e-10,"3","CD134"
1.0165186255708e-09,0.49419592659309,0.758,0.736,2.31766246630143e-07,"3","CD273"
6.56072284884105e-05,0.281874055363616,0.857,0.821,0.0149584480953576,"3","CD126"
0.0018742856732724,0.405801530419264,0.8,0.824,0.427337133506108,"3","CD117"
0.00535845246079844,0.381965913304778,0.883,0.895,1,"3","CD146"
1.71676327951757e-92,0.639215351400284,1,0.994,3.91422027730007e-90,"4","CD325"
1.33755123859608e-82,0.778974222055609,1,0.998,3.04961682399906e-80,"4","CD3-1"
6.16571634819354e-80,0.66036606511359,1,0.999,1.40578332738813e-77,"4","TCR-2"
3.54750158969119e-79,0.679052669178881,0.999,0.961,8.08830362449591e-77,"4","CD138-1"
4.57178948219213e-77,1.23778874596478,0.999,0.866,1.0423680019398e-74,"4","CD4-2"
6.80557190951877e-77,0.575053703745245,1,1,1.55167039537028e-74,"4","CD4-1"
1.84522388998009e-69,0.980680276353147,0.999,0.9,4.20711046915461e-67,"4","CD275-1"
3.35031161608151e-64,0.726718546123912,1,0.999,7.63871048466585e-62,"4","CD3-2"
1.13526209765659e-63,0.438089502296914,1,0.992,2.58839758265702e-61,"4","CD194"
1.03805813167211e-60,0.553745687050953,0.999,0.972,2.36677254021241e-58,"4","Siglec-8"
2.96326138360934e-58,0.460191097600974,0.999,0.991,6.75623595462929e-56,"4","CD324"
3.66363038608602e-58,0.747231759672796,1,1,8.35307728027613e-56,"4","CD27"
1.04432510032043e-57,0.755163558451212,1,0.982,2.38106122873059e-55,"4","CD45RB"
