"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.07249112683099e-65,1.99335704909015,0.781,0.228,3.69069219866064e-61,"0","PLBD1"
2.29438474959197e-65,2.08305047591558,0.844,0.286,4.08584036207337e-61,"0","GCA"
1.09009752207602e-64,1.45103016239251,0.956,0.457,1.94124566731298e-60,"0","ASAH1"
1.31083520418367e-64,1.93796708738351,0.782,0.239,2.33433533161028e-60,"0","CD302"
1.47489455452693e-64,1.03367793852834,0.919,0.305,2.62649222270156e-60,"0","TNFAIP2"
4.61896192916139e-64,2.07628949808679,0.774,0.259,8.2254474034506e-60,"0","CAPG"
2.95188496917383e-63,1.06401561884742,0.999,0.941,5.25671675310476e-59,"0","VIM"
3.6684435516176e-63,1.66540549794045,0.876,0.344,6.53276427672062e-59,"0","CTSB"
4.15342337277165e-63,1.47991208494286,0.939,0.468,7.39641634223175e-59,"0","NPC2"
2.14181849319776e-62,1.88364356146259,0.754,0.229,3.81415037268657e-58,"0","C5AR1"
2.95343659489076e-62,1.39862802391153,0.944,0.364,5.25947988818146e-58,"0","CEBPD"
3.19138770175244e-62,1.41226948842244,0.993,0.433,5.68322321928075e-58,"0","FCER1G"
1.15041091097758e-60,1.73124559718252,0.842,0.351,2.04865175026887e-56,"0","NUP214"
5.49490910362189e-60,1.69624551203408,0.914,0.353,9.78533413172987e-56,"0","LGALS3"
9.69584999447003e-60,1.74600913589182,0.714,0.214,1.72663696701522e-55,"0","CD93"
1.39755678710219e-59,0.741279827557091,1,0.991,2.48876912647158e-55,"0","H3F3A"
2.15873680705101e-59,2.07719458903072,0.729,0.217,3.84427850599644e-55,"0","RAB32"
3.32185475884066e-59,1.78091890423461,0.866,0.271,5.91555895454344e-55,"0","CLEC12A"
6.5399099106073e-59,1.51119960241947,0.814,0.311,1.16462715688095e-54,"0","MARCH1"
7.57877188102802e-59,2.40838250494579,0.742,0.199,1.34962769657347e-54,"0","LGALS2"
1.14364833087748e-58,1.87913067624035,0.738,0.235,2.03660894762661e-54,"0","SLC7A7"
1.20131108669094e-58,1.48740433708265,0.95,0.482,2.13929478317923e-54,"0","VSIR"
2.7154181489575e-58,2.43009346749048,0.729,0.19,4.83561663966352e-54,"0","ASGR1"
4.98972704264786e-58,0.877110816202567,1,0.97,8.88570591754731e-54,"0","SH3BGRL3"
6.0391813034422e-58,1.83344050349771,0.74,0.241,1.07545740651699e-53,"0","LRRK2"
8.77214486569399e-58,1.72602829939528,0.848,0.358,1.56214355768279e-53,"0","STXBP2"
1.39645245033932e-57,2.03625176131458,0.744,0.221,2.48680252356427e-53,"0","LMO2"
2.01928571764834e-57,1.23470236556091,0.936,0.488,3.59594400598817e-53,"0","ANXA5"
2.16383181638116e-57,1.78782386326645,0.77,0.237,3.85335169861157e-53,"0","LRP1"
2.34841272155022e-57,1.46743138674209,0.803,0.319,4.18205337453664e-53,"0","IFITM3"
8.15773329389104e-57,1.70784342754581,0.838,0.263,1.45272914497612e-52,"0","SLC11A1"
9.08183141521694e-57,1.6801767619085,0.769,0.247,1.61729253842183e-52,"0","DMXL2"
1.46885243837325e-56,1.67436260132703,0.834,0.351,2.61573242225508e-52,"0","AGTRAP"
2.39630420323171e-56,1.52015015725546,0.887,0.373,4.26733852511502e-52,"0","JAML"
4.46684766336865e-56,1.5040339760733,0.829,0.268,7.95456231892689e-52,"0","IGSF6"
5.00629063316951e-56,1.47580729860472,0.935,0.506,8.91520235954826e-52,"0","SDCBP"
6.92737633127896e-56,1.99674788168378,0.777,0.231,1.23362717707416e-51,"0","TGFBI"
9.83354337574121e-56,1.5883962352243,0.898,0.428,1.751157404352e-51,"0","VMP1"
1.4749585972515e-55,1.52047636317041,0.888,0.426,2.62660626998548e-51,"0","NCF1"
2.28150978872262e-55,1.07838512459594,0.986,0.858,4.06291263175725e-51,"0","CALM2"
3.5552298023204e-55,1.89819985098254,0.772,0.231,6.33115323197217e-51,"0","ALDH2"
1.3547189942871e-54,1.1931600695838,0.983,0.717,2.41248358502646e-50,"0","EVI2B"
3.13400815333342e-54,1.57500516216485,0.884,0.284,5.58104171945615e-50,"0","CD68"
3.88939471598496e-54,1.8740566245564,0.761,0.306,6.92623411022602e-50,"0","MYADM"
4.86433709734089e-54,1.19854824757493,0.873,0.533,8.66241150294467e-50,"0","PKM"
2.6843694059891e-53,1.29928130043591,0.926,0.525,4.78032503818538e-49,"0","H2AFY"
8.24568759799965e-53,1.5625835880596,0.743,0.228,1.46839204745178e-48,"0","FPR1"
9.93331010249046e-53,2.3652195606368,0.632,0.17,1.7689238630515e-48,"0","OSCAR"
7.46740929090521e-52,2.64194177350215,0.598,0.141,1.3297962465244e-47,"0","FAM198B"
1.08788196798973e-51,1.21842357762219,0.938,0.478,1.93730020859611e-47,"0","TNFRSF1B"
1.60850452070179e-51,1.54652581662878,0.82,0.323,2.86442485046575e-47,"0","CTSH"
6.42591079037806e-51,1.83978812462432,0.756,0.286,1.14432619355053e-46,"0","SCPEP1"
9.08860874952139e-51,2.08774311342751,0.691,0.227,1.61849944611477e-46,"0","SULT1A1"
1.68422757338537e-50,1.68619143970289,0.648,0.2,2.99927246268467e-46,"0","IFI30"
5.76742102223939e-50,0.926670041400149,0.986,0.793,1.02706233564039e-45,"0","GNAI2"
7.47479718532152e-49,1.43591910113958,0.788,0.259,1.33111188276206e-44,"0","LILRB2"
7.69235204432233e-49,1.28802027911488,0.912,0.515,1.36985405205292e-44,"0","ARRB2"
9.58195067493982e-49,1.66312935854533,0.818,0.352,1.70635377619328e-44,"0","RTN3"
